epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,11314.2,0.82807,0.66914,1.12304,0.86753,0.34722,0.37089,0.28008,1.10109,0.8388,1.31226,0.0010364,0.0010364,0.0010364
148,11377.7,0.85565,0.67763,1.13904,0.9073,0.33986,0.35642,0.27174,1.12001,0.85642,1.32523,0.0010298,0.0010298,0.0010298
149,11456,0.84866,0.68455,1.12364,0.88364,0.34028,0.34673,0.27129,1.08833,0.77437,1.31604,0.0010232,0.0010232,0.0010232
150,11525.3,0.84561,0.68144,1.14192,0.90115,0.34028,0.36028,0.2759,1.12863,0.79779,1.32268,0.0010166,0.0010166,0.0010166
151,11598.4,0.82596,0.67573,1.11127,0.84945,0.34722,0.36164,0.27962,1.10152,0.76435,1.27478,0.00101,0.00101,0.00101
152,11674.9,0.84151,0.67988,1.12665,0.91993,0.33333,0.34468,0.2692,1.12345,0.78119,1.33532,0.0010034,0.0010034,0.0010034
153,11741.8,0.83487,0.67118,1.13368,0.8298,0.34028,0.34508,0.2681,1.15416,0.82737,1.36822,0.0009968,0.0009968,0.0009968
154,11815.9,0.84251,0.69754,1.13892,0.85614,0.34028,0.34691,0.26918,1.05942,0.81489,1.3096,0.0009902,0.0009902,0.0009902
155,11893.9,0.83155,0.68297,1.12388,0.8572,0.35417,0.36387,0.27123,1.14925,0.79389,1.40472,0.0009836,0.0009836,0.0009836
156,11968.4,0.80808,0.65452,1.11319,0.87226,0.33333,0.356,0.27002,1.11286,0.87647,1.32525,0.000977,0.000977,0.000977
157,12041.5,0.84355,0.68816,1.13592,0.93732,0.32639,0.34378,0.25358,1.1574,0.93226,1.35819,0.0009704,0.0009704,0.0009704
158,12115.1,0.80894,0.65508,1.10177,0.75845,0.32709,0.34947,0.2575,1.19265,0.90688,1.42965,0.0009638,0.0009638,0.0009638
159,12188.5,0.85147,0.69374,1.13683,0.84735,0.35417,0.36602,0.28393,1.07546,0.75635,1.29618,0.0009572,0.0009572,0.0009572
160,12274.8,0.82528,0.67712,1.1182,0.90545,0.34028,0.36244,0.27649,1.14649,0.80518,1.3562,0.0009506,0.0009506,0.0009506
161,12343.2,0.811,0.66057,1.10207,0.87701,0.34664,0.36927,0.27821,1.09931,0.7395,1.30047,0.000944,0.000944,0.000944
162,12420.6,0.8178,0.65659,1.1177,0.95887,0.34722,0.3547,0.27075,1.13538,0.7785,1.31523,0.0009374,0.0009374,0.0009374
163,12495.7,0.80084,0.66147,1.10718,0.90525,0.34722,0.36804,0.28231,1.08487,0.79615,1.2738,0.0009308,0.0009308,0.0009308
164,12567.5,0.82211,0.66364,1.11353,0.92361,0.34028,0.35804,0.2699,1.1656,0.7312,1.4276,0.0009242,0.0009242,0.0009242
165,12644.1,0.84479,0.65125,1.13263,0.93803,0.33333,0.36194,0.27189,1.13277,0.78334,1.32075,0.0009176,0.0009176,0.0009176
166,12721.4,0.8112,0.65125,1.09802,0.84672,0.33333,0.34417,0.26405,1.17308,0.83724,1.35681,0.000911,0.000911,0.000911
167,12795.1,0.81415,0.65861,1.09396,0.94223,0.33982,0.35634,0.27828,1.09474,0.77134,1.29213,0.0009044,0.0009044,0.0009044
168,12868.3,0.8084,0.64271,1.10078,0.89871,0.34722,0.35674,0.27755,1.12038,0.76749,1.2593,0.0008978,0.0008978,0.0008978
169,12945.2,0.80633,0.64782,1.10227,0.79009,0.34028,0.33707,0.2688,1.07339,0.824,1.28284,0.0008912,0.0008912,0.0008912
170,13022.9,0.80696,0.64834,1.114,0.92235,0.34722,0.36867,0.27432,1.12561,0.74699,1.32269,0.0008846,0.0008846,0.0008846
171,13096.2,0.79146,0.63883,1.10358,0.91693,0.33333,0.35284,0.28235,1.08297,0.72047,1.28221,0.000878,0.000878,0.000878
172,13170.1,0.79768,0.63726,1.10866,0.92349,0.35417,0.36314,0.27426,1.17701,0.78109,1.36939,0.0008714,0.0008714,0.0008714
173,13237.8,0.77777,0.60566,1.08233,0.92439,0.36111,0.36819,0.27888,1.13075,0.72471,1.31729,0.0008648,0.0008648,0.0008648
174,13311.8,0.78356,0.61303,1.08168,0.90612,0.34028,0.34122,0.27255,1.06114,0.76887,1.28893,0.0008582,0.0008582,0.0008582
175,13379.4,0.78319,0.63348,1.09198,0.83504,0.35157,0.36165,0.2805,1.05313,0.75801,1.29199,0.0008516,0.0008516,0.0008516
176,13455.4,0.78463,0.63486,1.08921,0.8069,0.34028,0.34487,0.27796,1.02373,0.80437,1.23373,0.000845,0.000845,0.000845
177,13528.7,0.76838,0.62325,1.08304,0.89868,0.32639,0.34428,0.26939,1.08532,0.81141,1.31214,0.0008384,0.0008384,0.0008384
178,13605.6,0.77342,0.62469,1.08226,0.88733,0.33333,0.33296,0.265,1.05987,0.79473,1.29498,0.0008318,0.0008318,0.0008318
179,13684.7,0.79377,0.62716,1.09239,0.93821,0.33333,0.35196,0.27523,1.07746,0.7411,1.29692,0.0008252,0.0008252,0.0008252
180,13755.3,0.79261,0.6279,1.09939,0.92049,0.33333,0.33535,0.26776,1.04057,0.74077,1.28655,0.0008186,0.0008186,0.0008186
181,13827,0.78797,0.63578,1.10032,0.87482,0.34722,0.35871,0.28839,1.02643,0.71776,1.26482,0.000812,0.000812,0.000812
182,13928,0.75329,0.60529,1.08013,0.88047,0.34722,0.35044,0.27309,1.09743,0.70661,1.35554,0.0008054,0.0008054,0.0008054
183,14003,0.76394,0.6142,1.08245,0.85689,0.34722,0.36523,0.28504,0.99255,0.76681,1.24393,0.0007988,0.0007988,0.0007988
184,14076.3,0.73069,0.59072,1.05232,0.87465,0.34722,0.3628,0.29302,0.97735,0.72596,1.20469,0.0007922,0.0007922,0.0007922
185,66.8879,0.98099,0.96939,1.23976,0.50838,0.04167,0.04248,0.02825,nan,nan,nan,0.0007856,0.0007856,0.0007856
186,119.38,0.87458,0.76248,1.15855,0.75196,0.31944,0.30797,0.23121,1.23226,1.13532,1.38631,0.000779,0.000779,0.000779
187,175.091,0.87078,0.7709,1.14068,0.73468,0.3125,0.32307,0.24852,1.14778,1.02225,1.33138,0.0007724,0.0007724,0.0007724
188,227.994,0.83496,0.71276,1.12884,0.8499,0.33333,0.33786,0.26469,1.07249,0.83172,1.31358,0.0007658,0.0007658,0.0007658
189,281.522,0.8348,0.74066,1.13045,0.8564,0.31944,0.3525,0.26919,1.09432,0.85177,1.32424,0.0007592,0.0007592,0.0007592
190,336.23,0.79987,0.66756,1.11999,0.77855,0.32639,0.3354,0.26614,1.08078,0.91762,1.31481,0.0007526,0.0007526,0.0007526
191,389.487,0.81242,0.68285,1.1053,0.76554,0.3125,0.31957,0.25263,1.13448,0.95434,1.40586,0.000746,0.000746,0.000746
192,442.677,0.79768,0.66752,1.10407,0.90171,0.31854,0.34287,0.25608,1.13118,0.88192,1.37833,0.0007394,0.0007394,0.0007394
193,495.839,0.81449,0.68079,1.11907,0.83319,0.33333,0.33871,0.26479,1.0574,0.94853,1.26878,0.0007328,0.0007328,0.0007328
194,549.499,0.79074,0.67337,1.11349,0.83536,0.32639,0.34306,0.26486,1.13054,0.83723,1.33444,0.0007262,0.0007262,0.0007262
195,602.762,0.7668,0.65399,1.07891,0.83681,0.33333,0.33331,0.25259,1.12312,0.96525,1.33021,0.0007196,0.0007196,0.0007196
196,655.958,0.76157,0.6332,1.07934,0.84174,0.33243,0.3444,0.26694,1.10493,0.8629,1.30945,0.000713,0.000713,0.000713
197,712.359,0.78683,0.63975,1.09315,0.8505,0.32639,0.32724,0.25222,1.15883,0.86652,1.42122,0.0007064,0.0007064,0.0007064
198,765.656,0.7898,0.66602,1.09717,0.83033,0.33984,0.34767,0.28053,1.00492,0.81507,1.213,0.0006998,0.0006998,0.0006998
199,819.181,0.77269,0.62748,1.08322,0.91795,0.32639,0.35539,0.27974,1.09167,0.78459,1.29896,0.0006932,0.0006932,0.0006932
200,872.097,0.74074,0.61755,1.07156,0.84361,0.34028,0.34297,0.26131,1.10007,0.78498,1.3587,0.0006866,0.0006866,0.0006866
201,925.462,0.76237,0.61482,1.08486,0.87476,0.33954,0.34588,0.25698,1.11704,0.82573,1.3286,0.00068,0.00068,0.00068
202,978.295,0.77183,0.62697,1.07941,0.85016,0.33333,0.34774,0.26622,1.11465,0.77331,1.32622,0.0006734,0.0006734,0.0006734
203,1032.04,0.75367,0.59091,1.07313,0.85637,0.33126,0.35261,0.27738,1.01838,0.82873,1.22577,0.0006668,0.0006668,0.0006668
204,1085.18,0.75168,0.61237,1.07008,0.84505,0.34722,0.35509,0.28242,1.04334,0.73155,1.26378,0.0006602,0.0006602,0.0006602
205,1139.14,0.73785,0.59264,1.05354,0.83985,0.33333,0.34784,0.26705,1.04621,0.82745,1.26785,0.0006536,0.0006536,0.0006536
206,1192.34,0.74767,0.59263,1.07603,0.82702,0.33203,0.34291,0.27162,1.09695,0.77412,1.37372,0.000647,0.000647,0.000647
207,1245.65,0.72319,0.58641,1.04915,0.88295,0.32639,0.33437,0.26756,1.05654,0.83816,1.31111,0.0006404,0.0006404,0.0006404
208,1299.25,0.73574,0.60501,1.07134,0.87864,0.32639,0.33833,0.26327,1.09091,0.8754,1.32071,0.0006338,0.0006338,0.0006338
209,1351.97,0.73006,0.59105,1.06079,0.84693,0.34584,0.34542,0.27045,1.12992,0.8057,1.36598,0.0006272,0.0006272,0.0006272
210,1405.5,0.74239,0.59265,1.06873,0.84868,0.35417,0.36671,0.28372,1.06067,0.77535,1.27967,0.0006206,0.0006206,0.0006206
211,1458.22,0.75637,0.59229,1.06576,0.8561,0.33333,0.35151,0.26971,1.06303,0.86239,1.28073,0.000614,0.000614,0.000614
212,1511.26,0.75021,0.59628,1.07381,0.87668,0.34558,0.35636,0.27912,1.06192,0.77332,1.2712,0.0006074,0.0006074,0.0006074
213,1564.79,0.74212,0.61154,1.06944,0.86864,0.33333,0.34294,0.27098,1.04843,0.74609,1.25418,0.0006008,0.0006008,0.0006008
214,1617.79,0.74926,0.58414,1.07312,0.88608,0.34722,0.36663,0.27811,1.05811,0.82915,1.25757,0.0005942,0.0005942,0.0005942
215,1671.14,0.7318,0.57627,1.05961,0.88067,0.31944,0.34665,0.2798,1.06011,0.81869,1.25069,0.0005876,0.0005876,0.0005876
216,1723.73,0.74539,0.60853,1.07922,0.82793,0.32639,0.34537,0.27587,1.0602,0.79697,1.25648,0.000581,0.000581,0.000581
217,1776.57,0.72452,0.578,1.04131,0.90548,0.33266,0.36002,0.2703,1.07492,0.82753,1.25409,0.0005744,0.0005744,0.0005744
218,1832.17,0.74561,0.6013,1.06844,0.82552,0.34028,0.34833,0.28165,1.0288,0.73471,1.24348,0.0005678,0.0005678,0.0005678
219,1885.45,0.7231,0.5726,1.05425,0.90846,0.34461,0.35073,0.2689,1.07968,0.72457,1.31611,0.0005612,0.0005612,0.0005612
220,1938.23,0.7221,0.57454,1.05249,0.8039,0.34163,0.35005,0.27315,1.05904,0.74428,1.30009,0.0005546,0.0005546,0.0005546
221,1993.84,0.70661,0.55654,1.03968,0.86122,0.34477,0.34981,0.26688,1.13217,0.79132,1.3598,0.000548,0.000548,0.000548
222,2046.42,0.7255,0.58238,1.05813,0.85538,0.34028,0.35522,0.26839,1.12785,0.81645,1.34502,0.0005414,0.0005414,0.0005414
223,2099.3,0.72088,0.57491,1.04713,0.81602,0.33883,0.34284,0.27343,1.05021,0.76606,1.30453,0.0005348,0.0005348,0.0005348
224,2153.01,0.70651,0.55872,1.03857,0.84489,0.32639,0.34743,0.27084,1.14107,0.76913,1.41092,0.0005282,0.0005282,0.0005282
225,2206.38,0.71306,0.55262,1.05451,0.83644,0.34028,0.34209,0.2734,1.07877,0.71923,1.34198,0.0005216,0.0005216,0.0005216
226,2259.64,0.70136,0.55481,1.04337,0.88181,0.34028,0.34899,0.27006,1.11918,0.80627,1.32895,0.000515,0.000515,0.000515
227,2312.33,0.71293,0.57099,1.04775,0.90839,0.31944,0.34607,0.26314,1.08846,0.79446,1.32737,0.0005084,0.0005084,0.0005084
228,2364.81,0.71807,0.55931,1.05312,0.82238,0.33333,0.34544,0.27298,1.05167,0.76723,1.28447,0.0005018,0.0005018,0.0005018
229,2418.62,0.69151,0.53404,1.04806,0.87656,0.34521,0.35433,0.26967,1.08359,0.73993,1.36275,0.0004952,0.0004952,0.0004952
230,2471.06,0.69563,0.54424,1.0374,0.93632,0.33333,0.35466,0.26933,1.1289,0.76987,1.36943,0.0004886,0.0004886,0.0004886
231,2524.31,0.69619,0.55198,1.03365,0.9181,0.34722,0.36365,0.27132,1.08707,0.78991,1.30032,0.000482,0.000482,0.000482
232,2577.97,0.71533,0.57562,1.04415,0.93771,0.32639,0.35056,0.27573,1.13211,0.75623,1.39161,0.0004754,0.0004754,0.0004754
233,2632.91,0.66965,0.52468,1.02414,0.88751,0.34722,0.35242,0.26174,1.16429,0.77362,1.4259,0.0004688,0.0004688,0.0004688
234,2685.8,0.67763,0.531,1.03293,0.91527,0.34722,0.36278,0.27305,1.08795,0.73392,1.37056,0.0004622,0.0004622,0.0004622
235,2738.97,0.69033,0.54478,1.04245,0.92436,0.33949,0.35841,0.27175,1.08924,0.78972,1.33615,0.0004556,0.0004556,0.0004556
236,2792.15,0.67486,0.52903,1.01644,0.88372,0.33333,0.34393,0.27474,1.11813,0.80649,1.34469,0.000449,0.000449,0.000449
237,2845.95,0.66525,0.52097,1.01404,0.95807,0.34028,0.36213,0.26137,1.11848,0.77138,1.35806,0.0004424,0.0004424,0.0004424
238,2898.68,0.6673,0.52455,1.01944,0.93867,0.34722,0.36156,0.26597,1.13761,0.76638,1.39223,0.0004358,0.0004358,0.0004358
239,2952.15,0.65943,0.50971,1.01684,0.96067,0.33929,0.36642,0.26944,1.13163,0.7456,1.40302,0.0004292,0.0004292,0.0004292
240,3006.12,0.67476,0.5201,1.01707,0.93911,0.33333,0.35195,0.26664,1.08258,0.74025,1.35127,0.0004226,0.0004226,0.0004226
241,3059.28,0.66608,0.51759,1.03207,0.90182,0.34028,0.35941,0.27209,1.05958,0.75142,1.30492,0.000416,0.000416,0.000416
242,3115.02,0.66243,0.51673,1.02167,0.85854,0.33721,0.35371,0.27746,1.05102,0.74652,1.2837,0.0004094,0.0004094,0.0004094
243,3168.4,0.67396,0.52458,1.02681,0.93798,0.33333,0.34989,0.27379,1.04321,0.76855,1.29424,0.0004028,0.0004028,0.0004028
244,3221.68,0.65151,0.51094,1.01534,0.90749,0.34028,0.37093,0.29082,1.01714,0.78162,1.22839,0.0003962,0.0003962,0.0003962
245,3275.78,0.67718,0.51241,1.02873,0.95178,0.34722,0.36827,0.28595,1.03207,0.73702,1.2593,0.0003896,0.0003896,0.0003896
246,3329.73,0.67446,0.52766,1.02681,0.93795,0.33333,0.3506,0.27617,1.07872,0.74328,1.32753,0.000383,0.000383,0.000383
247,3384.49,0.66725,0.51472,1.01125,0.94932,0.34722,0.35729,0.27584,1.10962,0.7338,1.3791,0.0003764,0.0003764,0.0003764
248,3437,0.66092,0.51327,1.01252,0.90216,0.34722,0.37005,0.28594,1.03465,0.73345,1.26895,0.0003698,0.0003698,0.0003698
249,3490.71,0.65861,0.50374,1.01619,0.90677,0.35417,0.3612,0.27744,1.041,0.7793,1.27755,0.0003632,0.0003632,0.0003632
250,3544.12,0.65772,0.50948,1.02378,0.8884,0.34722,0.35804,0.27483,1.02952,0.78619,1.27658,0.0003566,0.0003566,0.0003566
251,3597.02,0.67161,0.52223,1.02412,0.93446,0.34028,0.3556,0.27468,1.0482,0.80186,1.28907,0.00035,0.00035,0.00035
252,3650.27,0.65476,0.49864,1.01927,0.93893,0.34028,0.35829,0.27073,1.06323,0.79511,1.32873,0.0003434,0.0003434,0.0003434
253,3702.93,0.65756,0.51247,1.01779,0.87394,0.34028,0.35268,0.26967,1.13371,0.79827,1.3778,0.0003368,0.0003368,0.0003368
254,3755.63,0.6522,0.49593,1.01244,0.92822,0.33333,0.35148,0.2669,1.08105,0.79014,1.35082,0.0003302,0.0003302,0.0003302
255,3808.94,0.65639,0.50911,1.01239,0.93732,0.34028,0.35916,0.26497,1.14191,0.80177,1.41625,0.0003236,0.0003236,0.0003236
256,3862.29,0.64407,0.49663,1.00715,0.96073,0.33983,0.35813,0.26201,1.11582,0.76462,1.39802,0.000317,0.000317,0.000317
257,3915.13,0.63499,0.48129,0.99565,0.94333,0.3468,0.35186,0.2689,1.0904,0.74504,1.37684,0.0003104,0.0003104,0.0003104
258,3968.08,0.64332,0.49883,1.01366,0.92417,0.33858,0.35518,0.27463,1.10017,0.7621,1.3875,0.0003038,0.0003038,0.0003038
259,4021.77,0.62967,0.47072,0.99766,0.91795,0.34028,0.35733,0.27141,1.13036,0.74542,1.44643,0.0002972,0.0002972,0.0002972
260,4074.7,0.65645,0.49925,1.01389,0.92449,0.3401,0.35928,0.27291,1.09579,0.75528,1.39362,0.0002906,0.0002906,0.0002906
261,4128.29,0.64707,0.49694,1.0072,0.94863,0.32639,0.34552,0.26911,1.08803,0.75896,1.38611,0.000284,0.000284,0.000284
262,4182.14,0.64821,0.49099,1.01152,0.92441,0.33973,0.35374,0.26993,1.0895,0.75474,1.36701,0.0002774,0.0002774,0.0002774
263,4234.74,0.64977,0.48239,1.00413,0.91499,0.33333,0.35414,0.27111,1.10233,0.74131,1.38026,0.0002708,0.0002708,0.0002708
264,4287.89,0.63406,0.48246,1.00216,0.92134,0.33333,0.34619,0.26553,1.11022,0.73622,1.39295,0.0002642,0.0002642,0.0002642
265,4341.47,0.63764,0.47824,1.00289,0.91685,0.34028,0.35287,0.26736,1.13419,0.72072,1.41958,0.0002576,0.0002576,0.0002576
266,4396.65,0.63705,0.49648,1.00869,0.91894,0.34028,0.34927,0.27028,1.10134,0.71632,1.36288,0.000251,0.000251,0.000251
267,4451.24,0.63625,0.49463,0.9983,0.92774,0.34722,0.35385,0.27142,1.11987,0.71157,1.38052,0.0002444,0.0002444,0.0002444
268,4504.89,0.62408,0.48405,1.00512,0.88864,0.35417,0.35762,0.28043,1.09827,0.73256,1.37493,0.0002378,0.0002378,0.0002378
269,4558.71,0.62831,0.47706,1.00104,0.94381,0.34997,0.36145,0.27374,1.12827,0.73235,1.37717,0.0002312,0.0002312,0.0002312
270,4611.65,0.63136,0.48185,1.01035,0.92636,0.34944,0.36295,0.27577,1.14025,0.76009,1.38178,0.0002246,0.0002246,0.0002246
271,4664.6,0.62018,0.46958,0.99394,0.92265,0.34722,0.35538,0.27227,1.13627,0.74893,1.38956,0.000218,0.000218,0.000218
272,4717.77,0.63573,0.47575,1.00431,0.94038,0.34722,0.36244,0.2755,1.06243,0.7451,1.33017,0.0002114,0.0002114,0.0002114
273,4771.39,0.61324,0.46948,0.9961,0.95212,0.34028,0.35754,0.27269,1.07611,0.75758,1.34874,0.0002048,0.0002048,0.0002048
274,4824.19,0.62185,0.45835,0.9959,0.90705,0.33887,0.351,0.27701,1.06381,0.74671,1.33901,0.0001982,0.0001982,0.0001982
275,4878.32,0.60883,0.46168,0.99016,0.93023,0.34028,0.3549,0.27484,1.08365,0.73729,1.35746,0.0001916,0.0001916,0.0001916
276,4932.25,0.60613,0.45197,0.9897,0.91982,0.33333,0.34379,0.27166,1.08899,0.76659,1.34687,0.000185,0.000185,0.000185
277,4985.01,0.6192,0.45857,0.99915,0.92012,0.33333,0.34244,0.26951,1.07629,0.75958,1.33803,0.0001784,0.0001784,0.0001784
278,5038.23,0.64189,0.47523,1.0111,0.91867,0.32639,0.34455,0.26918,1.07345,0.77585,1.34764,0.0001718,0.0001718,0.0001718
279,5097.65,0.60759,0.45238,0.99832,0.9229,0.33253,0.34217,0.26911,1.09123,0.77896,1.38024,0.0001652,0.0001652,0.0001652
280,5150.58,0.61346,0.47437,0.99457,0.91956,0.33333,0.34724,0.27272,1.09565,0.77597,1.34451,0.0001586,0.0001586,0.0001586
281,5204.32,0.61623,0.45802,0.99502,0.91985,0.33333,0.35349,0.27428,1.0735,0.74889,1.32691,0.000152,0.000152,0.000152
282,5257.11,0.61879,0.47468,0.99597,0.90109,0.34028,0.35858,0.27371,1.08748,0.78106,1.33268,0.0001454,0.0001454,0.0001454
283,5316.49,0.63028,0.47286,0.99702,0.87671,0.33333,0.34797,0.2744,1.07551,0.75698,1.33622,0.0001388,0.0001388,0.0001388
284,5374.11,0.60565,0.46207,0.99733,0.8835,0.33333,0.3569,0.27919,1.0535,0.74529,1.32878,0.0001322,0.0001322,0.0001322
285,5427.61,0.59961,0.45745,0.98928,0.90408,0.33333,0.34984,0.27926,1.06679,0.75609,1.33006,0.0001256,0.0001256,0.0001256
286,5481.4,0.60227,0.4605,0.97236,0.91923,0.33333,0.35512,0.27892,1.08006,0.75816,1.34289,0.000119,0.000119,0.000119
287,5534.87,0.6194,0.45734,0.99426,0.90955,0.34028,0.35697,0.27875,1.0611,0.75656,1.32351,0.0001124,0.0001124,0.0001124
288,5588.5,0.60331,0.46441,0.99411,0.92438,0.33956,0.35503,0.28132,1.05412,0.75312,1.32073,0.0001058,0.0001058,0.0001058
289,5642.69,0.61437,0.45505,0.9972,0.88957,0.34028,0.35143,0.27707,1.03626,0.75098,1.30796,9.92e-05,9.92e-05,9.92e-05
290,5695.66,0.59905,0.45306,0.98821,0.91817,0.34028,0.3523,0.2802,1.03193,0.72571,1.31217,9.26e-05,9.26e-05,9.26e-05
291,5752.17,0.57218,0.41941,0.86688,0.8563,0.35417,0.36159,0.27688,1.02521,0.73478,1.3037,8.6e-05,8.6e-05,8.6e-05
292,5805.26,0.54873,0.40902,0.86525,0.80252,0.35417,0.3623,0.28379,1.01595,0.73975,1.30474,7.94e-05,7.94e-05,7.94e-05
293,5858.59,0.54825,0.40249,0.86687,0.83216,0.34433,0.36305,0.2852,1.00689,0.7231,1.31457,7.28e-05,7.28e-05,7.28e-05
294,5911.72,0.53182,0.38831,0.85522,0.80576,0.34028,0.35127,0.28588,0.99334,0.72396,1.2856,6.62e-05,6.62e-05,6.62e-05
